Unnamed: 0,id,owner,device,timestamp,cellinfo.wgs84.lat,cellinfo.wgs84.lon,cellinfo.azimuth_degrees,cell,cellinfo.postal_code
5339,5339,Agent15,15_1,2023-05-10 00:36:30.000577,52.08104964681247,4.264583472078816,180,0-0-0,2566MJ
5340,5340,Agent15,15_1,2023-05-10 01:02:19.041266,52.04553713226484,4.202423872858086,0,0-0-0,2681PD
5341,5341,Agent15,15_1,2023-05-10 01:21:17.494560,52.05706640956557,4.22735989625621,300,0-0-0,2553BK
5342,5342,Agent15,15_1,2023-05-10 02:37:16.668215,52.081040938110725,4.264612869798548,240,0-0-0,2566MJ
5343,5343,Agent15,15_1,2023-05-10 02:58:40.120239,52.07813130336891,4.24340106351199,50,0-0-0,2566CC
5344,5344,Agent15,15_2,2023-05-10 04:25:55.974792,52.02172860067849,4.220741931296442,0,0-0-0,2685EK
5345,5345,Agent15,15_2,2023-05-10 05:06:24.799145,52.044567053479554,4.209665558444273,300,0-0-0,2553RH
5346,5346,Agent15,15_2,2023-05-10 06:20:11.133368,52.0593105361377,4.231618177054061,270,0-0-0,2551KK
5347,5347,Agent15,15_1,2023-05-10 08:49:57.485410,52.07361850114445,4.262027569302328,330,0-0-0,2564AA
5348,5348,Agent15,15_1,2023-05-10 09:42:02.328603,52.072712726562585,4.279321167092809,300,0-0-0,2562JZ
5349,5349,Agent15,15_1,2023-05-10 11:08:20.192223,52.07361850114445,4.262027569302328,330,0-0-0,2564AA
5350,5350,Agent15,15_1,2023-05-10 11:42:15.475399,52.08104964681247,4.264583472078816,280,0-0-0,2566MJ
5351,5351,Agent15,15_1,2023-05-10 12:05:36.531487,52.069952032067775,4.222358338352654,70,0-0-0,2554EJ
5352,5352,Agent15,15_1,2023-05-10 13:00:15.864373,52.09002202420556,4.261921270820515,180,0-0-0,2583JG
5353,5353,Agent15,15_1,2023-05-10 13:00:36.587223,52.06699582352632,4.246354787055097,350,0-0-0,2564BZ
5354,5354,Agent15,15_1,2023-05-10 13:57:50.346928,52.04553713226484,4.202423872858086,0,0-0-0,2681PD
5355,5355,Agent15,15_1,2023-05-10 15:04:12.109844,52.069952032067775,4.222358338352654,120,0-0-0,2554EJ
5356,5356,Agent15,15_2,2023-05-10 17:08:19.173172,52.04449472389237,4.209623727340837,60,0-0-0,2553RH
5357,5357,Agent15,15_1,2023-05-10 18:26:25.318575,52.06977857203903,4.242258112086199,0,0-0-0,2555RZ
5358,5358,Agent15,15_1,2023-05-10 19:25:24.839470,52.066138790014776,4.245107764777126,270,0-0-0,2566AE
5359,5359,Agent15,15_1,2023-05-10 19:46:54.876272,52.07813130336891,4.24340106351199,50,0-0-0,2566CC
5360,5360,Agent15,15_1,2023-05-10 19:56:00.023152,52.08687242240219,4.268158126193231,260,0-0-0,2566EC
5361,5361,Agent15,15_1,2023-05-10 20:00:21.014619,52.08084100843122,4.264384455698929,270,0-0-0,2566MJ
5362,5362,Agent15,15_1,2023-05-10 21:05:40.991296,52.0593105361377,4.231618177054061,270,0-0-0,2551KK
5363,5363,Agent15,15_1,2023-05-11 01:33:04.724931,52.044567053479554,4.209665558444273,300,0-0-0,2553RH
5364,5364,Agent15,15_1,2023-05-11 02:47:09.003137,52.069952032067775,4.222358338352654,220,0-0-0,2554EJ
5365,5365,Agent15,15_1,2023-05-11 04:47:54.002608,52.07813130336891,4.24340106351199,150,0-0-0,2566CC
5366,5366,Agent15,15_1,2023-05-11 05:13:23.710375,52.033998493041615,4.239033789336414,300,0-0-0,2544JL
5367,5367,Agent15,15_1,2023-05-11 05:32:46.298466,52.07309961444618,4.306457840011978,240,0-0-0,2512EL
