Unnamed: 0,id,owner,device,timestamp,cellinfo.wgs84.lat,cellinfo.wgs84.lon,cellinfo.azimuth_degrees,cell,cellinfo.postal_code
8059,8059,Agent15,15_1,2023-05-01 03:29:07.127391,51.94163331236776,4.551895649398292,240,0-0-0,3067AE
8060,8060,Agent15,15_1,2023-05-01 04:30:12.108971,51.94530203083016,4.508905307933922,180,0-0-0,3034KL
8061,8061,Agent15,15_1,2023-05-01 05:35:54.056323,51.93395948113359,4.543429928697195,0,0-0-0,3066HG
8062,8062,Agent15,15_1,2023-05-01 06:10:06.087755,51.94543180686215,4.545076142297967,300,0-0-0,3067TG
8063,8063,Agent15,15_1,2023-05-01 08:53:35.495943,51.93574572334759,4.5380886118433645,310,0-0-0,3066PA
8064,8064,Agent15,15_1,2023-05-01 10:35:08.526166,51.8806403626098,4.509325435660333,180,0-0-0,3075SG
8065,8065,Agent15,15_1,2023-05-01 14:41:45.364606,51.87116328642132,4.489906930688632,120,0-0-0,3085JJ
8066,8066,Agent15,15_1,2023-05-01 14:59:06.359015,51.88507954452394,4.497211695837924,180,0-0-0,3083AL
8067,8067,Agent15,15_1,2023-05-01 16:24:03.471296,51.876188698431655,4.4783047734744965,200,0-0-0,3086NH
8068,8068,Agent15,15_1,2023-05-01 18:05:53.026397,51.863920657407135,4.480846446720724,0,0-0-0,2993BH
8069,8069,Agent15,15_1,2023-05-01 18:52:49.033636,51.87091909542137,4.464195152030348,140,0-0-0,3086KM
8070,8070,Agent15,15_1,2023-05-01 22:13:08.673358,51.91711590041513,4.450992786670294,240,0-0-0,3022TG
8071,8071,Agent15,15_1,2023-05-01 23:23:22.234223,51.9076968340961,4.397387962051705,120,0-0-0,3116HW
8072,8072,Agent15,15_1,2023-05-01 23:45:06.273198,51.91583506279904,4.402063641469481,120,0-0-0,3111EB
8073,8073,Agent15,15_1,2023-05-01 23:58:57.191156,51.9076968340961,4.397387962051705,240,0-0-0,3116HW
8074,8074,Agent15,15_1,2023-05-02 00:41:40.343651,51.85821667205717,4.246205401455722,80,0-0-0,3218AV
8075,8075,Agent15,15_1,2023-05-02 01:18:40.053396,51.87025150073551,4.2609442449328245,240,0-0-0,3197LG
8076,8076,Agent15,15_1,2023-05-02 02:29:41.798442,51.86916935585269,4.2337301931652265,170,0-0-0,3218LH
8077,8077,Agent15,15_1,2023-05-02 02:31:10.549210,51.86083204702308,4.24062220288461,300,0-0-0,3218AX
8078,8078,Agent15,15_1,2023-05-02 03:08:01.332702,51.86083204702308,4.24062220288461,180,0-0-0,3218AX
8079,8079,Agent15,15_1,2023-05-02 04:09:03.901292,51.8579861300881,4.294742251729688,310,0-0-0,3208LC
8080,8080,Agent15,15_1,2023-05-02 07:38:54.684479,51.9110717123358,4.340790357271453,170,0-0-0,3131JE
8081,8081,Agent15,15_1,2023-05-02 08:09:41.405862,51.89822906170353,4.260388873331635,0,0-0-0,3181ZB
8082,8082,Agent15,15_1,2023-05-02 09:05:48.463601,51.88105099195816,4.263201191878255,330,0-0-0,3197KH
8083,8083,Agent15,15_1,2023-05-02 09:19:50.370175,51.89085558272408,4.283803575369177,240,0-0-0,3197KN
8084,8084,Agent15,15_1,2023-05-02 09:31:41.301191,51.893202731184,4.264931501869892,330,0-0-0,3181ZC
8085,8085,Agent15,15_1,2023-05-02 09:55:08.187446,51.925342096078886,4.251276358954014,180,0-0-0,3142NP
8086,8086,Agent15,15_1,2023-05-02 10:51:25.645732,51.89822906170353,4.260388873331635,240,0-0-0,3181ZB
8087,8087,Agent15,15_1,2023-05-02 11:08:08.294635,51.90228734517066,4.248705528644463,140,0-0-0,3181DB
8088,8088,Agent15,15_1,2023-05-02 13:16:37.766697,51.86592766798972,4.353804203532741,60,0-0-0,3191EJ
8089,8089,Agent15,15_1,2023-05-02 16:15:08.156386,51.88477339838305,4.214562571643048,180,0-0-0,3238XN
